10.596	2.5	1
15.727	2.5	1
18.3	2.5	1
20.885	2.5	1
23.444	2.5	1
26.016	2.5	1
28.575	2.5	1
31.134	2.5	1
33.733	2.5	1
38.798	2.5	1
41.383	2.5	1
43.956	2.5	1
46.528	2.5	1
49.127	2.5	1
51.699	2.5	1
54.272	2.5	1
62.015	2.5	1
82.074	2.5	1
84.672	2.5	1
87.258	2.5	1
89.817	2.5	1
92.376	2.5	1
94.948	2.5	1
97.534	2.5	1
100.106	2.5	1
102.666	2.5	1
105.224	2.5	1
110.315	2.5	1
112.888	2.5	1
115.447	2.5	1
118.006	2.5	1
120.604	2.5	1
123.19	2.5	1
125.776	2.5	1
130.894	2.5	1
133.466	2.5	1
153.538	2.5	1
156.11	2.5	1
158.669	2.5	1
161.255	2.5	1
163.827	2.5	1
166.399	2.5	1
171.53	2.5	1
174.116	2.5	1
176.688	2.5	1
184.325	2.5	1
186.897	2.5	1
189.496	2.5	1
192.069	2.5	1
194.654	2.5	1
197.227	2.5	1
199.799	2.5	1
202.398	2.5	1
204.97	2.5	1
225.069	2.5	1
227.654	2.5	1
230.213	2.5	1
232.812	2.5	1
235.371	2.5	1
237.93	2.5	1
240.502	2.5	1
243.088	2.5	1
245.647	2.5	1
248.206	2.5	1
253.284	2.5	1
255.869	2.5	1
258.468	2.5	1
261.028	2.5	1
263.599	2.5	1
266.185	2.5	1
268.771	2.5	1
271.37	2.5	1
273.929	2.5	1
276.488	2.5	1
